n,protocol,loss,calibrated,context_feature,target_feature,repeat,fold,delta
800,DT + log-loss,logloss,False,X2,X1,2,0,0.6677017544281072
800,DT + log-loss,logloss,False,X2,X1,2,1,0.6813273173048603
800,DT + log-loss,logloss,False,X2,X1,2,2,0.7233462451786408
800,DT + log-loss,logloss,False,X2,X1,2,3,0.6809775440311886
800,DT + log-loss,logloss,False,X2,X1,2,4,0.6957997616680912
800,DT + log-loss,logloss,False,X2,X1,3,0,0.7003541753473408
800,DT + log-loss,logloss,False,X2,X1,3,1,0.6896316945141342
800,DT + log-loss,logloss,False,X2,X1,3,2,0.7516897394758495
800,DT + log-loss,logloss,False,X2,X1,3,3,0.7129993430977103
800,DT + log-loss,logloss,False,X2,X1,3,4,0.6231479848880874
800,DT + log-loss,logloss,False,X2,X1,4,0,0.7473016673099758
800,DT + log-loss,logloss,False,X2,X1,4,1,0.6301104722299912
800,DT + log-loss,logloss,False,X2,X1,4,2,0.7294558828311555
800,DT + log-loss,logloss,False,X2,X1,4,3,0.6503770908041842
800,DT + log-loss,logloss,False,X2,X1,4,4,0.7142640027879501
800,DT + log-loss,logloss,False,X2,X1,5,0,0.6751600088284304
800,DT + log-loss,logloss,False,X2,X1,5,1,0.7573731147978384
800,DT + log-loss,logloss,False,X2,X1,5,2,0.7148696686673927
800,DT + log-loss,logloss,False,X2,X1,5,3,0.6792024160038019
800,DT + log-loss,logloss,False,X2,X1,5,4,0.6899787281843689
800,DT + log-loss,logloss,False,X2,X1,6,0,0.6724194544263478
800,DT + log-loss,logloss,False,X2,X1,6,1,0.7160853842488133
800,DT + log-loss,logloss,False,X2,X1,6,2,0.7112115765469613
800,DT + log-loss,logloss,False,X2,X1,6,3,0.7125601005735498
800,DT + log-loss,logloss,False,X2,X1,6,4,0.7445446736879754
800,DT + log-loss,logloss,False,X2,X1,7,0,0.6265629443360824
800,DT + log-loss,logloss,False,X2,X1,7,1,0.7577854418471194
800,DT + log-loss,logloss,False,X2,X1,7,2,0.7333669573395087
800,DT + log-loss,logloss,False,X2,X1,7,3,0.6484923113142658
800,DT + log-loss,logloss,False,X2,X1,7,4,0.628855614950842
800,DT + log-loss,logloss,False,X2,X1,8,0,0.7104876511356251
800,DT + log-loss,logloss,False,X2,X1,8,1,0.6828113672210235
800,DT + log-loss,logloss,False,X2,X1,8,2,0.7787156250899283
800,DT + log-loss,logloss,False,X2,X1,8,3,0.6808290464896227
800,DT + log-loss,logloss,False,X2,X1,8,4,0.6822878583854171
800,DT + log-loss,logloss,False,X2,X1,9,0,0.7367989501141226
800,DT + log-loss,logloss,False,X2,X1,9,1,0.6437246340189702
800,DT + log-loss,logloss,False,X2,X1,9,2,0.6966766589040998
800,DT + log-loss,logloss,False,X2,X1,9,3,0.6306472016129436
800,DT + log-loss,logloss,False,X2,X1,9,4,0.7032962950636859
800,DT + log-loss (calibrated),logloss,True,X2,X1,0,0,0.7021383123379968
800,DT + log-loss (calibrated),logloss,True,X2,X1,0,1,0.6692371806365318
800,DT + log-loss (calibrated),logloss,True,X2,X1,0,2,0.698227121700361
800,DT + log-loss (calibrated),logloss,True,X2,X1,0,3,0.6672632363666349
800,DT + log-loss (calibrated),logloss,True,X2,X1,0,4,0.7505264916198073
800,DT + log-loss (calibrated),logloss,True,X2,X1,1,0,0.6799328473871153
800,DT + log-loss (calibrated),logloss,True,X2,X1,1,1,0.744854160151212
800,DT + log-loss (calibrated),logloss,True,X2,X1,1,2,0.6759717272868693
800,DT + log-loss (calibrated),logloss,True,X2,X1,1,3,0.7069476358295346
800,DT + log-loss (calibrated),logloss,True,X2,X1,1,4,0.6821147002775045
800,DT + log-loss (calibrated),logloss,True,X2,X1,2,0,0.6643784312566315
800,DT + log-loss (calibrated),logloss,True,X2,X1,2,1,0.6961553350415398
800,DT + log-loss (calibrated),logloss,True,X2,X1,2,2,0.7200716357905974
800,DT + log-loss (calibrated),logloss,True,X2,X1,2,3,0.6875020226584677
800,DT + log-loss (calibrated),logloss,True,X2,X1,2,4,0.6939556699736463
800,DT + log-loss (calibrated),logloss,True,X2,X1,3,0,0.6922190451879082
800,DT + log-loss (calibrated),logloss,True,X2,X1,3,1,0.6934868157633067
800,DT + log-loss (calibrated),logloss,True,X2,X1,3,2,0.7533101151477163
800,DT + log-loss (calibrated),logloss,True,X2,X1,3,3,0.715141200139735
800,DT + log-loss (calibrated),logloss,True,X2,X1,3,4,0.6230068464997579
800,DT + log-loss (calibrated),logloss,True,X2,X1,4,0,0.7536359807659305
800,DT + log-loss (calibrated),logloss,True,X2,X1,4,1,0.6386475483085614
800,DT + log-loss (calibrated),logloss,True,X2,X1,4,2,0.728585601196364
800,DT + log-loss (calibrated),logloss,True,X2,X1,4,3,0.6860825854737536
800,DT + log-loss (calibrated),logloss,True,X2,X1,4,4,0.7169845903472591
800,DT + log-loss (calibrated),logloss,True,X2,X1,5,0,0.6914895067324054
800,DT + log-loss (calibrated),logloss,True,X2,X1,5,1,0.7431724490001999
800,DT + log-loss (calibrated),logloss,True,X2,X1,5,2,0.7154691290392865
800,DT + log-loss (calibrated),logloss,True,X2,X1,5,3,0.6858536185491265
800,DT + log-loss (calibrated),logloss,True,X2,X1,5,4,0.6856556044241667
800,DT + log-loss (calibrated),logloss,True,X2,X1,6,0,0.6595758520046942
800,DT + log-loss (calibrated),logloss,True,X2,X1,6,1,0.7010824447525867
800,DT + log-loss (calibrated),logloss,True,X2,X1,6,2,0.7169595456431924
800,DT + log-loss (calibrated),logloss,True,X2,X1,6,3,0.7004862057585317
800,DT + log-loss (calibrated),logloss,True,X2,X1,6,4,0.7494693962483963
800,DT + log-loss (calibrated),logloss,True,X2,X1,7,0,0.6450222698467161
800,DT + log-loss (calibrated),logloss,True,X2,X1,7,1,0.7587414144885044
800,DT + log-loss (calibrated),logloss,True,X2,X1,7,2,0.7235152357078728
800,DT + log-loss (calibrated),logloss,True,X2,X1,7,3,0.6567923365586719
800,DT + log-loss (calibrated),logloss,True,X2,X1,7,4,0.6231594952234987
800,DT + log-loss (calibrated),logloss,True,X2,X1,8,0,0.701024466202461
800,DT + log-loss (calibrated),logloss,True,X2,X1,8,1,0.6719044973512476
800,DT + log-loss (calibrated),logloss,True,X2,X1,8,2,0.7798487748327279
800,DT + log-loss (calibrated),logloss,True,X2,X1,8,3,0.6794647102502172
800,DT + log-loss (calibrated),logloss,True,X2,X1,8,4,0.6704195158565986
800,DT + log-loss (calibrated),logloss,True,X2,X1,9,0,0.7181221755498681
800,DT + log-loss (calibrated),logloss,True,X2,X1,9,1,0.6588971050944215
800,DT + log-loss (calibrated),logloss,True,X2,X1,9,2,0.6711416851573979
800,DT + log-loss (calibrated),logloss,True,X2,X1,9,3,0.6516191571471155
800,DT + log-loss (calibrated),logloss,True,X2,X1,9,4,0.7003637273316868
1600,DT + RMSE,rmse,False,X2,X1,0,0,0.5012511496494788
1600,DT + RMSE,rmse,False,X2,X1,0,1,0.47701503099346654
1600,DT + RMSE,rmse,False,X2,X1,0,2,0.5237105885952771
1600,DT + RMSE,rmse,False,X2,X1,0,3,0.502226178461318
1600,DT + RMSE,rmse,False,X2,X1,0,4,0.5009011910038792
1600,DT + RMSE,rmse,False,X2,X1,1,0,0.5039948069929311
1600,DT + RMSE,rmse,False,X2,X1,1,1,0.4719375666517144
1600,DT + RMSE,rmse,False,X2,X1,1,2,0.5056269881045502
1600,DT + RMSE,rmse,False,X2,X1,1,3,0.4829413351074048
1600,DT + RMSE,rmse,False,X2,X1,1,4,0.5062626089388716
1600,DT + RMSE,rmse,False,X2,X1,2,0,0.49787753999771156
1600,DT + RMSE,rmse,False,X2,X1,2,1,0.5289482445029199
1600,DT + RMSE,rmse,False,X2,X1,2,2,0.49633373741006925
1600,DT + RMSE,rmse,False,X2,X1,2,3,0.4756589263057128
1600,DT + RMSE,rmse,False,X2,X1,2,4,0.47467377566512226
1600,DT + RMSE,rmse,False,X2,X1,3,0,0.5017965346491791
1600,DT + RMSE,rmse,False,X2,X1,3,1,0.5215060523634124
1600,DT + RMSE,rmse,False,X2,X1,3,2,0.4972830349626515
1600,DT + RMSE,rmse,False,X2,X1,3,3,0.4969701826891867
1600,DT + RMSE,rmse,False,X2,X1,3,4,0.5052484295162257
1600,DT + RMSE,rmse,False,X2,X1,4,0,0.49890778278078024
1600,DT + RMSE,rmse,False,X2,X1,4,1,0.4903187134443531
1600,DT + RMSE,rmse,False,X2,X1,4,2,0.4858124454116372
1600,DT + RMSE,rmse,False,X2,X1,4,3,0.4976797650393561
1600,DT + RMSE,rmse,False,X2,X1,4,4,0.5068372909958686
1600,DT + RMSE,rmse,False,X2,X1,5,0,0.5028091698262764
1600,DT + RMSE,rmse,False,X2,X1,5,1,0.48120508350694635
1600,DT + RMSE,rmse,False,X2,X1,5,2,0.5026314026576739
1600,DT + RMSE,rmse,False,X2,X1,5,3,0.5015183711048347
1600,DT + RMSE,rmse,False,X2,X1,5,4,0.5028449951580818
1600,DT + RMSE,rmse,False,X2,X1,6,0,0.478717557671851
1600,DT + RMSE,rmse,False,X2,X1,6,1,0.5112471302241991
1600,DT + RMSE,rmse,False,X2,X1,6,2,0.5051316373177568
1600,DT + RMSE,rmse,False,X2,X1,6,3,0.5041307690617624
1600,DT + RMSE,rmse,False,X2,X1,6,4,0.5076322164328413
1600,DT + RMSE,rmse,False,X2,X1,7,0,0.5020991282026878
1600,DT + RMSE,rmse,False,X2,X1,7,1,0.5095863167186641
1600,DT + RMSE,rmse,False,X2,X1,7,2,0.5100465996778425
1600,DT + RMSE,rmse,False,X2,X1,7,3,0.4938218219789994
1600,DT + RMSE,rmse,False,X2,X1,7,4,0.5363323350595898
1600,DT + RMSE,rmse,False,X2,X1,8,0,0.5068058483281971
1600,DT + RMSE,rmse,False,X2,X1,8,1,0.5239786186191279
1600,DT + RMSE,rmse,False,X2,X1,8,2,0.5034513133606509
1600,DT + RMSE,rmse,False,X2,X1,8,3,0.505872053109438
1600,DT + RMSE,rmse,False,X2,X1,8,4,0.47043648053795983
1600,DT + RMSE,rmse,False,X2,X1,9,0,0.49278026855469403
1600,DT + RMSE,rmse,False,X2,X1,9,1,0.48617246841684103
1600,DT + RMSE,rmse,False,X2,X1,9,2,0.5174295408165547
1600,DT + RMSE,rmse,False,X2,X1,9,3,0.5191507350444158
1600,DT + RMSE,rmse,False,X2,X1,9,4,0.4932614377400186
1600,DT + log-loss,logloss,False,X2,X1,0,0,0.6956750212316768
1600,DT + log-loss,logloss,False,X2,X1,0,1,0.6481667779633787
1600,DT + log-loss,logloss,False,X2,X1,0,2,0.741806347623706
1600,DT + log-loss,logloss,False,X2,X1,0,3,0.6976376421305666
1600,DT + log-loss,logloss,False,X2,X1,0,4,0.6949686872466021
1600,DT + log-loss,logloss,False,X2,X1,1,0,0.7011920499686979
1600,DT + log-loss,logloss,False,X2,X1,1,1,0.6383776232351385
1600,DT + log-loss,logloss,False,X2,X1,1,2,0.7044774909351316
1600,DT + log-loss,logloss,False,X2,X1,1,3,0.6595850664678649
1600,DT + log-loss,logloss,False,X2,X1,1,4,0.7057529770835997
1600,DT + log-loss,logloss,False,X2,X1,2,0,0.688907300425377
1600,DT + log-loss,logloss,False,X2,X1,2,1,0.7528804883506671
1600,DT + log-loss,logloss,False,X2,X1,2,2,0.6858394472697298
1600,DT + log-loss,logloss,False,X2,X1,2,3,0.6455333095492827
1600,DT + log-loss,logloss,False,X2,X1,2,4,0.6436387891152244
1600,DT + log-loss,logloss,False,X2,X1,3,0,0.6967454268845672
1600,DT + log-loss,logloss,False,X2,X1,3,1,0.7371688829081489
1600,DT + log-loss,logloss,False,X2,X1,3,2,0.6876906931874289
1600,DT + log-loss,logloss,False,X2,X1,3,3,0.6871013244269976
1600,DT + log-loss,logloss,False,X2,X1,3,4,0.703690739280231
1600,DT + log-loss,logloss,False,X2,X1,4,0,0.6909689007664088
1600,DT + log-loss,logloss,False,X2,X1,4,1,0.6739538314671096
1600,DT + log-loss,logloss,False,X2,X1,4,2,0.6650966726405843
1600,DT + log-loss,logloss,False,X2,X1,4,3,0.6885154607551989
1600,DT + log-loss,logloss,False,X2,X1,4,4,0.7069233758868427
1600,DT + log-loss,logloss,False,X2,X1,5,0,0.6988177722417278
1600,DT + log-loss,logloss,False,X2,X1,5,1,0.656098577731028
1600,DT + log-loss,logloss,False,X2,X1,5,2,0.6984292944178276
1600,DT + log-loss,logloss,False,X2,X1,5,3,0.6961909404201507
1600,DT + log-loss,logloss,False,X2,X1,5,4,0.6988749042729073
1600,DT + log-loss,logloss,False,X2,X1,6,0,0.6514338381356479
1600,DT + log-loss,logloss,False,X2,X1,6,1,0.7159055980594654
1600,DT + log-loss,logloss,False,X2,X1,6,2,0.7034609824028187
1600,DT + log-loss,logloss,False,X2,X1,6,3,0.7015485548536379
1600,DT + log-loss,logloss,False,X2,X1,6,4,0.7085432385092714
1600,DT + log-loss,logloss,False,X2,X1,7,0,0.6973624609007236
1600,DT + log-loss,logloss,False,X2,X1,7,1,0.7125256452916635
1600,DT + log-loss,logloss,False,X2,X1,7,2,0.7134854102959944
1600,DT + log-loss,logloss,False,X2,X1,7,3,0.6808549838761419
1600,DT + log-loss,logloss,False,X2,X1,7,4,0.7687850780127581
1600,DT + log-loss,logloss,False,X2,X1,8,0,0.706857992051565
1600,DT + log-loss,logloss,False,X2,X1,8,1,0.7423842441989761
1600,DT + log-loss,logloss,False,X2,X1,8,2,0.7000943602584501
1600,DT + log-loss,logloss,False,X2,X1,8,3,0.7049889410421977
1600,DT + log-loss,logloss,False,X2,X1,8,4,0.6354554428138974
1600,DT + log-loss,logloss,False,X2,X1,9,0,0.6788065963376012
1600,DT + log-loss,logloss,False,X2,X1,9,1,0.6658230441030852
1600,DT + log-loss,logloss,False,X2,X1,9,2,0.7286718458361992
1600,DT + log-loss,logloss,False,X2,X1,9,3,0.7322394842445379
1600,DT + log-loss,logloss,False,X2,X1,9,4,0.6797538550099268
1600,DT + log-loss (calibrated),logloss,True,X2,X1,0,0,0.6955885766910076
1600,DT + log-loss (calibrated),logloss,True,X2,X1,0,1,0.647355130082608
1600,DT + log-loss (calibrated),logloss,True,X2,X1,0,2,0.7244716409874381
1600,DT + log-loss (calibrated),logloss,True,X2,X1,0,3,0.6972876820284002
1600,DT + log-loss (calibrated),logloss,True,X2,X1,0,4,0.6938671035693424
1600,DT + log-loss (calibrated),logloss,True,X2,X1,1,0,0.6951158150987276
1600,DT + log-loss (calibrated),logloss,True,X2,X1,1,1,0.6569402550092024
1600,DT + log-loss (calibrated),logloss,True,X2,X1,1,2,0.6944674376026626
1600,DT + log-loss (calibrated),logloss,True,X2,X1,1,3,0.6897127458751604
1600,DT + log-loss (calibrated),logloss,True,X2,X1,1,4,0.6931470805599403
1600,DT + log-loss (calibrated),logloss,True,X2,X1,2,0,0.6905667503515743
1600,DT + log-loss (calibrated),logloss,True,X2,X1,2,1,0.7134106991498452
1600,DT + log-loss (calibrated),logloss,True,X2,X1,2,2,0.6879036855099161
1600,DT + log-loss (calibrated),logloss,True,X2,X1,2,3,0.6438771109229857
1600,DT + log-loss (calibrated),logloss,True,X2,X1,2,4,0.6425749181283572
1600,DT + log-loss (calibrated),logloss,True,X2,X1,3,0,0.6925417178731097
1600,DT + log-loss (calibrated),logloss,True,X2,X1,3,1,0.7096181877452687
1600,DT + log-loss (calibrated),logloss,True,X2,X1,3,2,0.6868511964572579
1600,DT + log-loss (calibrated),logloss,True,X2,X1,3,3,0.6928345480004262
1600,DT + log-loss (calibrated),logloss,True,X2,X1,3,4,0.6914997448508101
1600,DT + log-loss (calibrated),logloss,True,X2,X1,4,0,0.6925659327387726
1600,DT + log-loss (calibrated),logloss,True,X2,X1,4,1,0.6891440740924213
1600,DT + log-loss (calibrated),logloss,True,X2,X1,4,2,0.6789351716374659
1600,DT + log-loss (calibrated),logloss,True,X2,X1,4,3,0.6949745536454903
1600,DT + log-loss (calibrated),logloss,True,X2,X1,4,4,0.6969739950785107
1600,DT + log-loss (calibrated),logloss,True,X2,X1,5,0,0.6977777272761405
1600,DT + log-loss (calibrated),logloss,True,X2,X1,5,1,0.6621988409325774
1600,DT + log-loss (calibrated),logloss,True,X2,X1,5,2,0.6922791057394636
1600,DT + log-loss (calibrated),logloss,True,X2,X1,5,3,0.6922925801765096
1600,DT + log-loss (calibrated),logloss,True,X2,X1,5,4,0.6940452535772077
1600,DT + log-loss (calibrated),logloss,True,X2,X1,6,0,0.6681161945059663
1600,DT + log-loss (calibrated),logloss,True,X2,X1,6,1,0.6943744956703712
1600,DT + log-loss (calibrated),logloss,True,X2,X1,6,2,0.6986048614494322
1600,DT + log-loss (calibrated),logloss,True,X2,X1,6,3,0.7057301804410924
1600,DT + log-loss (calibrated),logloss,True,X2,X1,6,4,0.6949367099341058
1600,DT + log-loss (calibrated),logloss,True,X2,X1,7,0,0.6983565954066862
1600,DT + log-loss (calibrated),logloss,True,X2,X1,7,1,0.6996572384923629
1600,DT + log-loss (calibrated),logloss,True,X2,X1,7,2,0.7000191758696382
1600,DT + log-loss (calibrated),logloss,True,X2,X1,7,3,0.6859035941081674
1600,DT + log-loss (calibrated),logloss,True,X2,X1,7,4,0.7587641364910623
1600,DT + log-loss (calibrated),logloss,True,X2,X1,8,0,0.692998980216338
1600,DT + log-loss (calibrated),logloss,True,X2,X1,8,1,0.6997206216464598
1600,DT + log-loss (calibrated),logloss,True,X2,X1,8,2,0.7054466490296157
1600,DT + log-loss (calibrated),logloss,True,X2,X1,8,3,0.6986803910251874
1600,DT + log-loss (calibrated),logloss,True,X2,X1,8,4,0.6255142071761879
1600,DT + log-loss (calibrated),logloss,True,X2,X1,9,0,0.6923852821137033
1600,DT + log-loss (calibrated),logloss,True,X2,X1,9,1,0.6855501214056622
1600,DT + log-loss (calibrated),logloss,True,X2,X1,9,2,0.7089467025758464
1600,DT + log-loss (calibrated),logloss,True,X2,X1,9,3,0.708846859736576
1600,DT + log-loss (calibrated),logloss,True,X2,X1,9,4,0.692464655895733
3200,DT + RMSE,rmse,False,X2,X1,0,0,0.4985440970660784
3200,DT + RMSE,rmse,False,X2,X1,0,1,0.4915229125420615
3200,DT + RMSE,rmse,False,X2,X1,0,2,0.4937451614383751
3200,DT + RMSE,rmse,False,X2,X1,0,3,0.5112600845645785
3200,DT + RMSE,rmse,False,X2,X1,0,4,0.4901843147627313
3200,DT + RMSE,rmse,False,X2,X1,1,0,0.4958116206492841
3200,DT + RMSE,rmse,False,X2,X1,1,1,0.5029326062410986
3200,DT + RMSE,rmse,False,X2,X1,1,2,0.4881781233627058
3200,DT + RMSE,rmse,False,X2,X1,1,3,0.506531545883716
3200,DT + RMSE,rmse,False,X2,X1,1,4,0.5063185353447848
3200,DT + RMSE,rmse,False,X2,X1,2,0,0.49155489929583857
3200,DT + RMSE,rmse,False,X2,X1,2,1,0.4877105284117473
3200,DT + RMSE,rmse,False,X2,X1,2,2,0.49196850507083456
3200,DT + RMSE,rmse,False,X2,X1,2,3,0.49927424232171014
3200,DT + RMSE,rmse,False,X2,X1,2,4,0.4946021770514778
3200,DT + RMSE,rmse,False,X2,X1,3,0,0.5091461164768045
3200,DT + RMSE,rmse,False,X2,X1,3,1,0.4860400499462868
3200,DT + RMSE,rmse,False,X2,X1,3,2,0.46886811543484214
3200,DT + RMSE,rmse,False,X2,X1,3,3,0.4883779971933414
3200,DT + RMSE,rmse,False,X2,X1,3,4,0.4948205893112898
3200,DT + RMSE,rmse,False,X2,X1,4,0,0.4887763338808863
3200,DT + RMSE,rmse,False,X2,X1,4,1,0.5089422097107308
3200,DT + RMSE,rmse,False,X2,X1,4,2,0.49186354723647735
3200,DT + RMSE,rmse,False,X2,X1,4,3,0.5295126567134787
3200,DT + RMSE,rmse,False,X2,X1,4,4,0.4869026112858797
3200,DT + RMSE,rmse,False,X2,X1,5,0,0.48885009885171166
3200,DT + RMSE,rmse,False,X2,X1,5,1,0.5013379656601555
3200,DT + RMSE,rmse,False,X2,X1,5,2,0.4912481217566902
3200,DT + RMSE,rmse,False,X2,X1,5,3,0.5063630249007384
3200,DT + RMSE,rmse,False,X2,X1,5,4,0.49979259554998984
3200,DT + RMSE,rmse,False,X2,X1,6,0,0.4897815036651842
3200,DT + RMSE,rmse,False,X2,X1,6,1,0.5033735090666898
3200,DT + RMSE,rmse,False,X2,X1,6,2,0.4740850403506879
3200,DT + RMSE,rmse,False,X2,X1,6,3,0.500871438855473
3200,DT + RMSE,rmse,False,X2,X1,6,4,0.5024978526173722
3200,DT + RMSE,rmse,False,X2,X1,7,0,0.5065758137017834
3200,DT + RMSE,rmse,False,X2,X1,7,1,0.49703227414881046
3200,DT + RMSE,rmse,False,X2,X1,7,2,0.5085909513402093
3200,DT + RMSE,rmse,False,X2,X1,7,3,0.48156013654174573
3200,DT + RMSE,rmse,False,X2,X1,7,4,0.49326695448651026
3200,DT + RMSE,rmse,False,X2,X1,8,0,0.49586928577301587
3200,DT + RMSE,rmse,False,X2,X1,8,1,0.5010761353977481
3200,DT + RMSE,rmse,False,X2,X1,8,2,0.5056284274649349
3200,DT + RMSE,rmse,False,X2,X1,8,3,0.48861398333141715
3200,DT + RMSE,rmse,False,X2,X1,8,4,0.4860001427612048
3200,DT + RMSE,rmse,False,X2,X1,9,0,0.5115474118667072
3200,DT + RMSE,rmse,False,X2,X1,9,1,0.49879065863406924
3200,DT + RMSE,rmse,False,X2,X1,9,2,0.5126210087744363
3200,DT + RMSE,rmse,False,X2,X1,9,3,0.5059317127694792
3200,DT + RMSE,rmse,False,X2,X1,9,4,0.5005056933058872
3200,DT + log-loss,logloss,False,X2,X1,0,0,0.6902387764584261
3200,DT + log-loss,logloss,False,X2,X1,0,1,0.6763311749441336
3200,DT + log-loss,logloss,False,X2,X1,0,2,0.6807149887231039
3200,DT + log-loss,logloss,False,X2,X1,0,3,0.7159401477193785
3200,DT + log-loss,logloss,False,X2,X1,0,4,0.6736968032844591
3200,DT + log-loss,logloss,False,X2,X1,1,0,0.6848076610531544
3200,DT + log-loss,logloss,False,X2,X1,1,1,0.6990304121393756
3200,DT + log-loss,logloss,False,X2,X1,1,2,0.6697763858200649
3200,DT + log-loss,logloss,False,X2,X1,1,3,0.7063008543136406
3200,DT + log-loss,logloss,False,X2,X1,1,4,0.7058697854352048
3200,DT + log-loss,logloss,False,X2,X1,2,0,0.6763916549097496
3200,DT + log-loss,logloss,False,X2,X1,2,1,0.6688624096090867
3200,DT + log-loss,logloss,False,X2,X1,2,2,0.6771981986260988
3200,DT + log-loss,logloss,False,X2,X1,2,3,0.6916931841946381
3200,DT + log-loss,logloss,False,X2,X1,2,4,0.6824087941172425
3200,DT + log-loss,logloss,False,X2,X1,3,0,0.7116310564199455
3200,DT + log-loss,logloss,False,X2,X1,3,1,0.6655866141233924
3200,DT + log-loss,logloss,False,X2,X1,3,2,0.632709131482332
3200,DT + log-loss,logloss,False,X2,X1,3,3,0.6701567993582833
3200,DT + log-loss,logloss,False,X2,X1,3,4,0.6828370228721746
3200,DT + log-loss,logloss,False,X2,X1,4,0,0.6709420167707474
3200,DT + log-loss,logloss,False,X2,X1,4,1,0.7111985507341521
3200,DT + log-loss,logloss,False,X2,X1,4,2,0.6769922533803269
3200,DT + log-loss,logloss,False,X2,X1,4,3,0.7540256175629046
3200,DT + log-loss,logloss,False,X2,X1,4,4,0.6672395914569086
3200,DT + log-loss,logloss,False,X2,X1,5,0,0.6710837757059096
3200,DT + log-loss,logloss,False,X2,X1,5,1,0.6958309054870364
3200,DT + log-loss,logloss,False,X2,X1,5,2,0.6757899154555949
3200,DT + log-loss,logloss,False,X2,X1,5,3,0.7059623104424488
3200,DT + log-loss,logloss,False,X2,X1,5,4,0.6927339316625948
3200,DT + log-loss,logloss,False,X2,X1,6,0,0.6729067293588322
3200,DT + log-loss,logloss,False,X2,X1,6,1,0.6999201482119272
3200,DT + log-loss,logloss,False,X2,X1,6,2,0.6425980161883617
3200,DT + log-loss,logloss,False,X2,X1,6,3,0.6948961807810915
3200,DT + log-loss,logloss,False,X2,X1,6,4,0.6981575182266484
3200,DT + log-loss,logloss,False,X2,X1,7,0,0.7063909482273889
3200,DT + log-loss,logloss,False,X2,X1,7,1,0.6872286224807397
3200,DT + log-loss,logloss,False,X2,X1,7,2,0.7105184653544038
3200,DT + log-loss,logloss,False,X2,X1,7,3,0.6569010466920652
3200,DT + log-loss,logloss,False,X2,X1,7,4,0.6797380966223989
3200,DT + log-loss,logloss,False,X2,X1,8,0,0.6849185768588675
3200,DT + log-loss,logloss,False,X2,X1,8,1,0.6953136882936366
3200,DT + log-loss,logloss,False,X2,X1,8,2,0.7044731386810922
3200,DT + log-loss,logloss,False,X2,X1,8,3,0.6706237526042624
3200,DT + log-loss,logloss,False,X2,X1,8,4,0.6655205807677
3200,DT + log-loss,logloss,False,X2,X1,9,0,0.7165418426412198
3200,DT + log-loss,logloss,False,X2,X1,9,1,0.690727781913522
3200,DT + log-loss,logloss,False,X2,X1,9,2,0.7187176590542137
3200,DT + log-loss,logloss,False,X2,X1,9,3,0.7050883911454151
3200,DT + log-loss,logloss,False,X2,X1,9,4,0.6941595689340013
3200,DT + log-loss (calibrated),logloss,True,X2,X1,0,0,0.6933529478546476
3200,DT + log-loss (calibrated),logloss,True,X2,X1,0,1,0.687895043135786
3200,DT + log-loss (calibrated),logloss,True,X2,X1,0,2,0.6932691637095793
3200,DT + log-loss (calibrated),logloss,True,X2,X1,0,3,0.7130761697567229
3200,DT + log-loss (calibrated),logloss,True,X2,X1,0,4,0.6779818675808789
3200,DT + log-loss (calibrated),logloss,True,X2,X1,1,0,0.6928279451812681
3200,DT + log-loss (calibrated),logloss,True,X2,X1,1,1,0.69437560404193
3200,DT + log-loss (calibrated),logloss,True,X2,X1,1,2,0.6907601614015882
3200,DT + log-loss (calibrated),logloss,True,X2,X1,1,3,0.6986418523423802
