order,target_feature,ground_truth,context_features,source_file,mean_delta,std_fold_delta,se_unit_mean,ci95_boot_low,ci95_boot_high,n_units,n_repeats,n_seeds,n_folds_total,interval_unit,n,protocol,loss,calibrated,context_feature
2.0,X9,,"('X5',)",exp7_xor3_records.csv,0.009237690736176711,0.016271153402651006,0.0039610439791666905,0.0018551330904414283,0.015744489003396044,5,5,0,25,repeat_mean,,,,,
2.0,X9,,"('X6',)",exp7_xor3_records.csv,0.004812439231761933,0.023036084114829637,0.004778297120038809,-0.002938483424260765,0.013306371206669854,5,5,0,25,repeat_mean,,,,,
2.0,X9,,"('X7',)",exp7_xor3_records.csv,-0.0005131222277225723,0.01561314811231794,0.002724369270960951,-0.005617397756449221,0.003722585322447752,5,5,0,25,repeat_mean,,,,,
2.0,X9,,"('X8',)",exp7_xor3_records.csv,-0.002071195360073904,0.02039267052709493,0.005734393643563027,-0.011903659459373632,0.007549463358055527,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X10')",exp7_xor3_records.csv,0.002283758061714228,0.015612820362747944,0.0015893465724267405,-0.00048588442622859594,0.005148863740654536,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X3')",exp7_xor3_records.csv,0.5841353611683475,0.04542704080457544,0.009368487821728647,0.5649071591032258,0.5993353410077341,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X4')",exp7_xor3_records.csv,-0.004444094619880724,0.014905219982584539,0.0030213735319725462,-0.010065242213265931,3.9497580405907714e-05,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X5')",exp7_xor3_records.csv,-0.0037265059954900283,0.01745142569278697,0.0035525586343550884,-0.010785155208345195,0.0015159608390827718,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X6')",exp7_xor3_records.csv,0.0006721037287989801,0.021259727395123492,0.005879417143778877,-0.008583539774687829,0.012338707581163257,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X7')",exp7_xor3_records.csv,0.005213581344681192,0.01856011481778164,0.003193562189139296,0.001596907544584308,0.011661430859159695,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X8')",exp7_xor3_records.csv,-0.004371113099219028,0.013799396738726986,0.002925893070774726,-0.009197557502174502,0.0007484620812691964,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X2', 'X9')",exp7_xor3_records.csv,-0.003455711996284776,0.015172699148457588,0.002971937334973998,-0.008087296290934482,0.0022444324534516796,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X3', 'X10')",exp7_xor3_records.csv,-0.0027925916577827077,0.01700978521480202,0.0014662972078008523,-0.00531766005730012,-0.0002675232582652964,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X3', 'X4')",exp7_xor3_records.csv,-0.009438943888904337,0.012229440221053895,0.0027982929160181953,-0.014517112726958058,-0.004858427077481515,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X3', 'X5')",exp7_xor3_records.csv,-0.0007774828915556602,0.017947173128349595,0.002598695636488407,-0.005128522469046845,0.0035735566859355235,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X3', 'X6')",exp7_xor3_records.csv,0.0034088871202561715,0.013621822457725322,0.0030775349393478727,-0.0018722014295947241,0.008689975670107068,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X3', 'X7')",exp7_xor3_records.csv,-0.0004689330132912041,0.01741574014728198,0.004055423609165651,-0.00843819355075712,0.005944508103815964,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X3', 'X8')",exp7_xor3_records.csv,0.00029777763921199187,0.01777876675812787,0.0031242118037553817,-0.005178679364676126,0.005774234643100113,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X3', 'X9')",exp7_xor3_records.csv,-0.006872511147314793,0.019842528182650147,0.005635677475844704,-0.01770686514427627,0.0021670182837726323,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X4', 'X10')",exp7_xor3_records.csv,-0.001115486859128284,0.016449621515099776,0.003611207890771824,-0.007486286980396345,0.005094087833002643,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X4', 'X5')",exp7_xor3_records.csv,-0.005878769268805233,0.01815969646027659,0.003967175290764077,-0.013915790247469246,-0.0011493420516391119,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X4', 'X6')",exp7_xor3_records.csv,0.003268093063100976,0.013600516743847072,0.003272277845450791,-0.00229174817665862,0.00882793430286057,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X4', 'X7')",exp7_xor3_records.csv,0.010820886653648196,0.01878802508898058,0.002971392774352338,0.005770387443610039,0.015697317928023143,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X4', 'X8')",exp7_xor3_records.csv,0.0015953657422353557,0.013939738367743156,0.0018278624467756082,-0.0015003053733571678,0.00468139138338274,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X4', 'X9')",exp7_xor3_records.csv,-0.002492947605301584,0.014830372022344522,0.0034691096774476455,-0.008480158466165424,0.0034942632555622563,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X5', 'X10')",exp7_xor3_records.csv,-0.0031376806996047035,0.01005153841019168,0.0009454958547698422,-0.005049548865572633,-0.001854668897309776,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X5', 'X6')",exp7_xor3_records.csv,-0.001033497650239156,0.016260970976394208,0.0006452749485655758,-0.0020249617030245644,0.00019623929710882362,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X5', 'X7')",exp7_xor3_records.csv,0.0020626108250930363,0.0225464676941591,0.0027553174011601352,-0.0025006688250809963,0.006491474005968115,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X5', 'X8')",exp7_xor3_records.csv,0.0014700934706748721,0.011744325611490079,0.002257685009624975,-0.0025066601959777236,0.005438142788077233,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X5', 'X9')",exp7_xor3_records.csv,0.002674452030582244,0.02170882150140996,0.005686531297183543,-0.0067024346573936,0.013207387876814098,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X6', 'X10')",exp7_xor3_records.csv,-0.0039156319480680365,0.0184654141133666,0.003345045389045328,-0.010706801113611292,0.00048690843034077217,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X6', 'X7')",exp7_xor3_records.csv,0.004144961870101849,0.022729089644107716,0.0031757092231730517,-0.0014518346417892402,0.009434257637020292,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X6', 'X8')",exp7_xor3_records.csv,0.003226973892698072,0.015449000741930355,0.0037050007750691035,-0.0032888692797645364,0.00974281706516068,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X6', 'X9')",exp7_xor3_records.csv,0.00024663766192051164,0.01316383545509464,0.004238453485920729,-0.008471200225741347,0.005931229996696107,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X7', 'X10')",exp7_xor3_records.csv,-0.002281735774086932,0.01588808352396233,0.0028778431672170156,-0.007456957622856887,0.0030588762044115765,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X7', 'X8')",exp7_xor3_records.csv,0.005365419009713061,0.016488453537346483,0.005311710889194695,-0.0037989137500379646,0.014529751769464083,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X7', 'X9')",exp7_xor3_records.csv,-0.0009476458222419958,0.018156913936981035,0.0017620022571490845,-0.003715791186609528,0.0022742886742113362,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X8', 'X10')",exp7_xor3_records.csv,0.002491539669551964,0.014323704920002114,0.0034746907062896807,-0.002711745270406056,0.009529069611091668,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X8', 'X9')",exp7_xor3_records.csv,0.003474089007211732,0.015323845025020452,0.0009615382416514805,0.001956856969590312,0.005276847750059556,5,5,0,25,repeat_mean,,,,,
3.0,X1,,"('X9', 'X10')",exp7_xor3_records.csv,0.00254348880397124,0.020200470781103756,0.00483800771770588,-0.005511621877331276,0.011396582977454519,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X2')",exp7_xor3_records.csv,0.0032643585739681887,0.01813448580471662,0.000650432017051968,0.0021767340035940717,0.004353343873486586,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X3')",exp7_xor3_records.csv,-0.0005136829038392082,0.013628084656045227,0.0026026512378003845,-0.005657065498488888,0.0038811958757536194,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X4')",exp7_xor3_records.csv,0.0045447396558444516,0.018719372124605498,0.004184697352810246,-0.0022482307341699717,0.011337710045858877,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X5')",exp7_xor3_records.csv,0.000882569857991252,0.01445569701871665,0.0015043953744912277,-0.0020438055754822605,0.0030412487294580516,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X6')",exp7_xor3_records.csv,0.0037972051580193195,0.012980860389219487,0.002581922974247697,-0.0010466936514856875,0.008013179806918218,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X7')",exp7_xor3_records.csv,-0.0029006382848448674,0.01866596023427983,0.0033935367233283013,-0.008828513664811702,0.003027237095121964,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X8')",exp7_xor3_records.csv,0.005048647337255299,0.01703311360544944,0.004158854955384932,-0.001716119915287672,0.012151998118407075,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X1', 'X9')",exp7_xor3_records.csv,0.00308470524935128,0.017291744979673337,0.004802614563763412,-0.00537303074166784,0.01075600022619942,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X2', 'X3')",exp7_xor3_records.csv,-0.004737873061227284,0.01776301178016652,0.004020488201976982,-0.01244418167363385,0.001824412338923588,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X2', 'X4')",exp7_xor3_records.csv,-0.003023945057324624,0.017249793805633518,0.0032362795159922397,-0.008930294602752683,0.00191765250339744,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X2', 'X5')",exp7_xor3_records.csv,0.001697907026684552,0.016742895732618626,0.004518814877267276,-0.006731335646845209,0.00923367785607655,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X2', 'X6')",exp7_xor3_records.csv,-0.0059726612748633445,0.011850617214543828,0.0028308423239049346,-0.010672414063812455,-0.000949813995275328,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X2', 'X7')",exp7_xor3_records.csv,0.0009628710036485123,0.013608834851936131,0.0028793897419526473,-0.00353464507161904,0.006660351399919278,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X2', 'X8')",exp7_xor3_records.csv,-0.007272599527850404,0.01772545516485145,0.002063955898102373,-0.011100941479624845,-0.003949474503964288,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X2', 'X9')",exp7_xor3_records.csv,-0.0017002221427025077,0.01554031552177457,0.0035801630273872057,-0.008168133961413896,0.004117538622186448,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X3', 'X4')",exp7_xor3_records.csv,0.005742821753410452,0.013201001693521739,0.0031534154032334546,0.0018444308757452961,0.01210292661565447,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X3', 'X5')",exp7_xor3_records.csv,-8.35898374292796e-05,0.016541351442477516,0.0028035491814201265,-0.004948172970818256,0.004761157859288932,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X3', 'X6')",exp7_xor3_records.csv,0.00035885395017807653,0.017811375486823967,0.005084056690219097,-0.007847564477274471,0.009115731574256625,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X3', 'X7')",exp7_xor3_records.csv,-0.0028091823315763882,0.01652110760023409,0.0038542065934750003,-0.010166116397820807,0.003926897105989632,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X3', 'X8')",exp7_xor3_records.csv,-0.00018286340747451565,0.016058226404132427,0.00368347745549008,-0.006736152030947476,0.006449950942554425,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X3', 'X9')",exp7_xor3_records.csv,-0.0021769865540256284,0.018520095470209327,0.005444237308656412,-0.010359428572163152,0.008404823458427328,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X4', 'X5')",exp7_xor3_records.csv,-0.0016287668513318798,0.017670148034960743,0.0035062922008566714,-0.008064519471225693,0.004116656256996652,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X4', 'X6')",exp7_xor3_records.csv,-0.001588391709859252,0.013670049548109221,0.0025712931744786846,-0.004995629102522556,0.003507599420071916,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X4', 'X7')",exp7_xor3_records.csv,0.0077938535675805285,0.010712907350627965,0.0014245623446862,0.005402185443454244,0.010278903583082201,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X4', 'X8')",exp7_xor3_records.csv,0.004512448900651508,0.01593722410884278,0.0029252010921454793,-0.0001760130100232878,0.009279891710616533,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X4', 'X9')",exp7_xor3_records.csv,0.002246498999797267,0.015550141489860055,0.0023649303982321555,-0.002275043062358388,0.00541544445513036,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X5', 'X6')",exp7_xor3_records.csv,-0.0027912881238869366,0.015949345636108295,0.0033952556988132696,-0.008784965790914747,0.003202389543140876,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X5', 'X7')",exp7_xor3_records.csv,0.004232387073340991,0.013997641856616568,0.0037638789019141874,-0.0022132026678853486,0.010677976814567332,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X5', 'X8')",exp7_xor3_records.csv,-0.0009083385281517597,0.01253749369620011,0.0023359561109124235,-0.005010577590037488,0.0030664706439179233,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X5', 'X9')",exp7_xor3_records.csv,0.005094441095608744,0.01703788934561138,0.003360809525453569,-0.0007296129897560045,0.010833091241493582,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X6', 'X7')",exp7_xor3_records.csv,0.0050654809107692645,0.020182700676424532,0.004301390698103163,-0.001724190514411024,0.013555650297344162,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X6', 'X8')",exp7_xor3_records.csv,0.0058956071758012275,0.01835072800657072,0.004292930683440194,-0.0015920476346011482,0.013135776454930113,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X6', 'X9')",exp7_xor3_records.csv,0.00046759653766868787,0.019230650267237206,0.005545154195577041,-0.00928155267551016,0.010216745750847536,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X7', 'X8')",exp7_xor3_records.csv,0.0062029514888788115,0.01939379718637154,0.004609608670935781,-0.0026551337601254006,0.01470558101779276,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X7', 'X9')",exp7_xor3_records.csv,-0.0012727755178256366,0.01775855362186157,0.0036044673859869257,-0.00719747590458316,0.005161805502805678,5,5,0,25,repeat_mean,,,,,
3.0,X10,,"('X8', 'X9')",exp7_xor3_records.csv,0.003248039886643608,0.02054725110513523,0.003905226855698327,-0.003692508106726284,0.0101885878800135,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X10')",exp7_xor3_records.csv,0.0004902731710150727,0.018081635037367632,0.004530138670227998,-0.007332456891237647,0.008514166637682636,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X3')",exp7_xor3_records.csv,0.5889204537115948,0.0390449978968824,0.005975631108515774,0.5788308964505555,0.5988438109486803,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X4')",exp7_xor3_records.csv,-2.4171800109328394e-05,0.017807930479135994,0.006163996111530974,-0.01226988469080723,0.00804533142195855,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X5')",exp7_xor3_records.csv,-0.0009426026654238162,0.01129120204604467,0.0024147660736565206,-0.00540286575074187,0.0025905159544691,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X6')",exp7_xor3_records.csv,0.004342636605945453,0.018139931587071723,0.002957892077580692,-0.0009114686174022914,0.008950795247415884,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X7')",exp7_xor3_records.csv,-0.0009726997062685116,0.014056366573951613,0.0008290000875457899,-0.0022610912091013315,0.0005136681533392758,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X8')",exp7_xor3_records.csv,-0.006134421953159172,0.013947644595359514,0.0035171089600679953,-0.011890142024167391,0.00018484317827305205,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X1', 'X9')",exp7_xor3_records.csv,0.002064190217113604,0.015803376453774942,0.003785908636708949,-0.005603653309255204,0.007648052440514875,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X3', 'X10')",exp7_xor3_records.csv,-0.004099490829006164,0.014752276373513009,0.002858937487367441,-0.008654074181553346,0.0014283666202880832,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X3', 'X4')",exp7_xor3_records.csv,-0.0029721731053870245,0.014261728186312843,0.0020405672583461774,-0.0060802977332343605,0.0010760995148430684,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X3', 'X5')",exp7_xor3_records.csv,-0.0016423613644908888,0.020642801181000727,0.005310113764123498,-0.010436240164795416,0.00715151743581364,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X3', 'X6')",exp7_xor3_records.csv,0.0023721685126541843,0.015009512543674384,0.002812739050158773,-0.002575487283255956,0.007319824308564324,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X3', 'X7')",exp7_xor3_records.csv,-0.00024343651161372424,0.014879066497214752,0.002366099844377459,-0.003923252513495836,0.004339955715162816,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X3', 'X8')",exp7_xor3_records.csv,-0.0030244731722244554,0.016257631374317433,0.0018622057940525527,-0.0065897016829381,-0.00011994879352590789,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X3', 'X9')",exp7_xor3_records.csv,-0.0007626886334553564,0.013778826292341477,0.002817367246449922,-0.005443775563046092,0.004339191918911565,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X4', 'X10')",exp7_xor3_records.csv,0.0005446548651980482,0.016867648695057642,0.0029960678228634617,-0.004209712107786112,0.006196786500709596,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X4', 'X5')",exp7_xor3_records.csv,0.00994664165638819,0.017477012712797765,0.0022168332813481332,0.006048634566047581,0.013728703729914905,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X4', 'X6')",exp7_xor3_records.csv,-0.0003260149794342275,0.019628595250176264,0.0049996672124486465,-0.008961184167457354,0.008309154208588899,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X4', 'X7')",exp7_xor3_records.csv,0.007758621507236368,0.0174460380945746,0.0016105042234683623,0.004962448745090099,0.010554794269382635,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X4', 'X8')",exp7_xor3_records.csv,-0.0018618505919054844,0.01370147529612517,0.0029264982362329876,-0.006860208925738692,0.0031365077419277234,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X4', 'X9')",exp7_xor3_records.csv,0.005466598785247217,0.014106306151089033,0.0035882406229209487,-0.0003612359934194446,0.0121687798737815,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X5', 'X10')",exp7_xor3_records.csv,0.00040994777520513557,0.016244609787809366,0.0020730105717938095,-0.0031709099140982363,0.0039578150797787036,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X5', 'X6')",exp7_xor3_records.csv,-0.0007347554016406248,0.01891725764074642,0.002068545685415341,-0.0037589008682968605,0.003340131659394947,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X5', 'X7')",exp7_xor3_records.csv,0.0026532144801889724,0.01710044739156199,0.0036791188226883006,-0.0042740689403850205,0.00804765304290452,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X5', 'X8')",exp7_xor3_records.csv,-0.002056182389087424,0.011892918176332064,0.0033183266661751423,-0.007968882719182589,0.0032223823788162824,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X5', 'X9')",exp7_xor3_records.csv,0.0026508329443708763,0.013981623395779009,0.003235063152914189,-0.002227695326761632,0.008708381890661351,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X6', 'X10')",exp7_xor3_records.csv,0.0008832758197963001,0.021912958869710092,0.004379996478261349,-0.006680526406002157,0.008447078045594756,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X6', 'X7')",exp7_xor3_records.csv,-4.7457624360804435e-05,0.016787093559753944,0.0017213590260585392,-0.0034426247556662475,0.002229736780459936,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X6', 'X8')",exp7_xor3_records.csv,-0.005439280565832312,0.013649383257398392,0.002941359829114034,-0.010614591331043536,-0.0005012279546161603,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X6', 'X9')",exp7_xor3_records.csv,0.0021099788995419,0.01738698667663389,0.0017867000065147473,-0.0012031229704581676,0.004880739264328108,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X7', 'X10')",exp7_xor3_records.csv,-0.0027614960818993757,0.015243754356279166,0.002519132758852713,-0.007340049838511812,0.00140536918957896,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X7', 'X8')",exp7_xor3_records.csv,0.0025794788474330717,0.014959482962215232,0.0017027470672174938,-0.0006529220770272805,0.005212015031474457,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X7', 'X9')",exp7_xor3_records.csv,0.006834463842131367,0.016152328043031714,0.0039001747355256796,0.0002286874408725913,0.013694460659752172,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X8', 'X10')",exp7_xor3_records.csv,-0.013549497160222865,0.019410438022389634,0.003541131256347046,-0.020704158160418727,-0.008468187001056043,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X8', 'X9')",exp7_xor3_records.csv,-0.008447527852731347,0.019547050819049217,0.0024493517778130264,-0.012019811769950177,-0.0036267666800029836,5,5,0,25,repeat_mean,,,,,
3.0,X2,,"('X9', 'X10')",exp7_xor3_records.csv,-0.001872713730986244,0.01539162609541702,0.004586816117421053,-0.00988848157089264,0.005690170477046932,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X10')",exp7_xor3_records.csv,-0.0063330530919510995,0.01527415409360156,0.001140580154668152,-0.008392793037604216,-0.004542958266472951,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X2')",exp7_xor3_records.csv,0.5854183747715944,0.04497565152331587,0.00949110717762762,0.5699830750460136,0.6027886214919285,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X4')",exp7_xor3_records.csv,0.0024436095341233803,0.017685030092508065,0.002401372913874983,-0.00196770794724912,0.006096436698898295,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X5')",exp7_xor3_records.csv,-0.0035356215231780396,0.016766244658232184,0.0028659840848851738,-0.008009699105068015,0.0019783892362459045,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X6')",exp7_xor3_records.csv,0.007923351928383771,0.015213981517668316,0.002756406086742015,0.003379205312700059,0.012632377910636922,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X7')",exp7_xor3_records.csv,0.0003465056537616319,0.017118177477747562,0.004589452048811137,-0.006813009137272233,0.009353579864160615,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X8')",exp7_xor3_records.csv,-0.00110962658750294,0.01726796862937783,0.004396547225936458,-0.010056685921882734,0.0055702000702218726,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X1', 'X9')",exp7_xor3_records.csv,-0.010163738396615225,0.01601108769920561,0.002368886362661907,-0.014099358693285349,-0.00639726984864878,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X2', 'X10')",exp7_xor3_records.csv,0.00031615721754792826,0.015453630300660269,0.00391959935547988,-0.006203560526949259,0.00783175974400357,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X2', 'X4')",exp7_xor3_records.csv,-0.005844682499630351,0.017761298852360753,0.004729338703492571,-0.013806497195480475,0.002465194811661792,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X2', 'X5')",exp7_xor3_records.csv,-0.009431516235337768,0.018209271884699466,0.0024905319270015357,-0.013898717122450199,-0.005320482195948552,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X2', 'X6')",exp7_xor3_records.csv,0.007833021500340888,0.015226733265746995,0.004054414697134432,0.002016822815590344,0.01574839777202744,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X2', 'X7')",exp7_xor3_records.csv,0.002640194092433084,0.01852344908290877,0.004453308122772146,-0.005787061954047664,0.009901425465315025,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X2', 'X8')",exp7_xor3_records.csv,0.0018482296143581595,0.018180720583283547,0.0032015651754819094,-0.003968108055898965,0.007049045040187588,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X2', 'X9')",exp7_xor3_records.csv,-0.004496773339564252,0.01985986984107386,0.0016490774710817215,-0.00726067237171985,-0.0016196970691371442,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X4', 'X10')",exp7_xor3_records.csv,0.006241656596607113,0.013339136016394158,0.00416642010634907,-0.0014283543862296081,0.012972651367019894,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X4', 'X5')",exp7_xor3_records.csv,-0.003807466333545752,0.01726608294867671,0.002041505171619478,-0.006794866953043806,0.00028642585366817194,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X4', 'X6')",exp7_xor3_records.csv,0.009169322645832685,0.016506062751366377,0.0017075056136145858,0.006201694626547608,0.01213695066511776,5,5,0,25,repeat_mean,,,,,
3.0,X3,,"('X4', 'X7')",exp7_xor3_records.csv,0.0010220342477796276,0.016750080395336025,0.0017810725690115725,-0.002421397203193308,0.0036982309753654198,5,5,0,25,repeat_mean,,,,,
